kategori,rincian_masalah,status,tanggal_masuk,tanggal_selesai,id_laporan,skpd,response_time
SAMPAH,TIDAK DISEBUTKAN,COMPLETE,2020-01-04,2020-01-04,QL001340594,KELURAHAN CEMPAKA PUTIH BARAT,0
SAMPAH,TIDAK DISEBUTKAN,COMPLETE,2020-01-03,2020-01-03,QL001340596,KELURAHAN CEMPAKA PUTIH BARAT,0
SAMPAH,TIDAK DISEBUTKAN,COMPLETE,2020-01-03,2020-01-03,QL001340533,KELURAHAN GUNUNG SAHARI UTARA,0
SAMPAH,TIDAK DISEBUTKAN,COMPLETE,2020-01-03,2020-01-03,JK2001030089,KELURAHAN PASAR BARU,0
PELANGGARAN PERDA/PERGUB,TIDAK DISEBUTKAN,COMPLETE,2020-01-03,2020-01-03,QL001340490,KELURAHAN GAMBIR,0
BANJIR,TIDAK DISEBUTKAN,COMPLETE,2020-01-03,2020-01-03,JK2001030070,KELURAHAN RAWASARI,0
BANJIR,TIDAK DISEBUTKAN,COMPLETE,2020-01-03,2020-01-03,JK2001030069,KELURAHAN RAWASARI,0
SAMPAH,TIDAK DISEBUTKAN,COMPLETE,2020-01-03,2020-01-03,JK2001030057,KELURAHAN RAWASARI,0
SAMPAH,TIDAK DISEBUTKAN,COMPLETE,2020-01-03,2020-01-03,QL001340454,KELURAHAN CEMPAKA PUTIH TIMUR,0
JEMBATAN PENYEBERANGAN ORANG (JPO) DAN/ATAU HALTE,TIDAK DISEBUTKAN,COMPLETE,2020-01-03,2020-01-03,QL001340427,KELURAHAN CEMPAKA PUTIH TIMUR,0
SAMPAH,TIDAK DISEBUTKAN,COMPLETE,2020-01-03,2020-01-03,QL001340426,KELURAHAN CEMPAKA PUTIH TIMUR,0
SAMPAH,TIDAK DISEBUTKAN,COMPLETE,2020-01-03,2020-01-03,QL001340423,KELURAHAN CEMPAKA PUTIH TIMUR,0
SAMPAH,TIDAK DISEBUTKAN,COMPLETE,2020-01-03,2020-01-03,JK2001030037,KELURAHAN RAWASARI,0
SAMPAH,TIDAK DISEBUTKAN,COMPLETE,2020-01-03,2020-01-03,JK2001030031,KELURAHAN GUNUNG SAHARI SELATAN,0
"SALURAN AIR, KALI/SUNGAI",TIDAK DISEBUTKAN,COMPLETE,2020-01-03,2020-01-03,JK2001030028,KELURAHAN CEMPAKA PUTIH BARAT,0
SAMPAH,TIDAK DISEBUTKAN,COMPLETE,2020-01-02,2020-01-03,QL001340372,KELURAHAN KARET TENGSIN,1
BANJIR,TIDAK DISEBUTKAN,COMPLETE,2020-01-02,2020-01-03,JK2001020055,KELURAHAN BENDUNGAN HILIR,1
BATAS WILAYAH,TIDAK DISEBUTKAN,COMPLETE,2020-01-02,2020-01-02,JK2001020067,KELURAHAN UTAN PANJANG,0
JARINGAN LISTRIK,TIDAK DISEBUTKAN,COMPLETE,2020-01-02,2020-01-02,JK2001020051,KELURAHAN PASAR BARU,0
JARINGAN KOMUNIKASI,TIDAK DISEBUTKAN,COMPLETE,2020-01-02,2020-01-02,JK2001020021,KOTA ADMINISTRASI JAKARTA PUSAT,0
FASILITAS SOSIAL/FASILITAS UMUM,TIDAK DISEBUTKAN,COMPLETE,2020-01-02,2020-01-02,JK2001020048,KELURAHAN CEMPAKA PUTIH BARAT,0
PEKERJA PENANGANAN PRASARANA DAN SARANA UMUM KELURAHAN,TIDAK DISEBUTKAN,COMPLETE,2020-01-02,2020-01-02,JK2001020023,KELURAHAN KARANG ANYAR,0
"SALURAN AIR, KALI/SUNGAI",TIDAK DISEBUTKAN,COMPLETE,2020-01-02,2020-01-02,JK2001020022,KELURAHAN CEMPAKA PUTIH BARAT,0
BANJIR,TIDAK DISEBUTKAN,COMPLETE,2020-01-02,2020-01-02,QL001340173,KELURAHAN JOHAR BARU,0
BANJIR,TIDAK DISEBUTKAN,COMPLETE,2020-01-01,2020-01-02,JK2001010405,KELURAHAN KAMPUNG RAWA,1
BANJIR,TIDAK DISEBUTKAN,COMPLETE,2020-01-01,2020-01-02,JK2001010403,KELURAHAN KAMPUNG RAWA,1
IKLAN ROKOK,TIDAK DISEBUTKAN,COMPLETE,2020-01-01,2020-01-01,JK2001010396,KELURAHAN UTAN PANJANG,0
SAMPAH,TIDAK DISEBUTKAN,COMPLETE,2020-01-01,2020-01-01,QL001340151,KELURAHAN GUNUNG SAHARI SELATAN,0
PEKERJA PENANGANAN PRASARANA DAN SARANA UMUM KELURAHAN,TIDAK DISEBUTKAN,COMPLETE,2020-01-01,2020-01-01,JK2001010372,KELURAHAN UTAN PANJANG,0
POHON,TIDAK DISEBUTKAN,COMPLETE,2020-01-01,2020-01-01,QL001340023,KELURAHAN DURI PULO,0
BANJIR,TIDAK DISEBUTKAN,COMPLETE,2020-01-01,2020-01-01,QL4993545535374761573,KELURAHAN PETOJO SELATAN,0
PEKERJA PENANGANAN PRASARANA DAN SARANA UMUM KELURAHAN,TIDAK DISEBUTKAN,COMPLETE,2020-01-01,2020-01-01,JK2001010360,KELURAHAN UTAN PANJANG,0
SAMPAH,TIDAK DISEBUTKAN,COMPLETE,2020-01-01,2020-01-01,QL001340098,KELURAHAN CEMPAKA PUTIH BARAT,0
SAMPAH,TIDAK DISEBUTKAN,COMPLETE,2020-01-01,2020-01-01,QL001340095,KELURAHAN CEMPAKA PUTIH BARAT,0
"SALURAN AIR, KALI/SUNGAI",TIDAK DISEBUTKAN,COMPLETE,2020-01-01,2020-01-01,QL001340074,KELURAHAN GALUR,0
BANJIR,TIDAK DISEBUTKAN,COMPLETE,2020-01-01,2020-01-01,JK2001010314,KELURAHAN CEMPAKA PUTIH TIMUR,0
"SALURAN AIR, KALI/SUNGAI",TIDAK DISEBUTKAN,COMPLETE,2020-01-01,2020-01-01,JK2001010309,KELURAHAN CEMPAKA PUTIH BARAT,0
PARKIR LIAR,TIDAK DISEBUTKAN,COMPLETE,2020-01-01,2020-01-01,QL001340054,KELURAHAN GUNUNG SAHARI SELATAN,0
BANJIR,TIDAK DISEBUTKAN,COMPLETE,2020-01-01,2020-01-01,QL001340053,KELURAHAN CEMPAKA PUTIH TIMUR,0
GANGGUAN KETENTERAMAN DAN KETERTIBAN,TIDAK DISEBUTKAN,COMPLETE,2020-01-01,2020-01-01,QL001340047,KELURAHAN GUNUNG SAHARI SELATAN,0
GANGGUAN KETENTERAMAN DAN KETERTIBAN,TIDAK DISEBUTKAN,COMPLETE,2020-01-01,2020-01-01,QL001340046,KELURAHAN GUNUNG SAHARI SELATAN,0
JEMBATAN PENYEBERANGAN ORANG (JPO) DAN/ATAU HALTE,TIDAK DISEBUTKAN,COMPLETE,2020-01-19,2020-01-20,QL001344828,KOTA ADMINISTRASI JAKARTA PUSAT,1
SAMPAH,TIDAK DISEBUTKAN,COMPLETE,2020-01-19,2020-01-19,QL001344825,KELURAHAN KENARI,0
JEMBATAN PENYEBERANGAN ORANG (JPO) DAN/ATAU HALTE,TIDAK DISEBUTKAN,COMPLETE,2020-01-19,2020-01-19,QL001344833,KELURAHAN CIKINI,0
PARKIR LIAR,TIDAK DISEBUTKAN,COMPLETE,2020-01-19,2020-01-19,QL001344832,KELURAHAN CIKINI,0
SAMPAH,TIDAK DISEBUTKAN,COMPLETE,2020-01-19,2020-01-19,QL001344819,KELURAHAN PASEBAN,0
SAMPAH,TIDAK DISEBUTKAN,COMPLETE,2020-01-19,2020-01-19,QL001344818,KELURAHAN PASEBAN,0
SAMPAH,TIDAK DISEBUTKAN,COMPLETE,2020-01-19,2020-01-19,QL001344817,KELURAHAN PASEBAN,0
PELANGGARAN PERDA/PERGUB,TIDAK DISEBUTKAN,COMPLETE,2020-01-19,2020-01-19,QL001344814,KELURAHAN RAWASARI,0
SAMPAH,TIDAK DISEBUTKAN,COMPLETE,2020-01-19,2020-01-19,QL001344812,KELURAHAN RAWASARI,0
JEMBATAN PENYEBERANGAN ORANG (JPO) DAN/ATAU HALTE,TIDAK DISEBUTKAN,COMPLETE,2020-01-19,2020-01-19,QL001344811,KELURAHAN RAWASARI,0
SAMPAH,TIDAK DISEBUTKAN,COMPLETE,2020-01-19,2020-01-19,QL001344810,KELURAHAN RAWASARI,0
JEMBATAN PENYEBERANGAN ORANG (JPO) DAN/ATAU HALTE,TIDAK DISEBUTKAN,COMPLETE,2020-01-19,2020-01-19,QL001344808,KELURAHAN RAWASARI,0
SAMPAH,TIDAK DISEBUTKAN,COMPLETE,2020-01-19,2020-01-19,QL001344800,KELURAHAN RAWASARI,0
SAMPAH,TIDAK DISEBUTKAN,COMPLETE,2020-01-19,2020-01-19,QL001344787,KELURAHAN CEMPAKA PUTIH TIMUR,0
JEMBATAN PENYEBERANGAN ORANG (JPO) DAN/ATAU HALTE,TIDAK DISEBUTKAN,COMPLETE,2020-01-19,2020-01-19,QL001344726,KELURAHAN PEGANGSAAN,0
SAMPAH,TIDAK DISEBUTKAN,COMPLETE,2020-01-18,2020-01-18,QL001344624,KELURAHAN PETAMBURAN,0
"SALURAN AIR, KALI/SUNGAI",TIDAK DISEBUTKAN,COMPLETE,2020-01-18,2020-01-18,QL001344632,KELURAHAN CIDENG,0
"SALURAN AIR, KALI/SUNGAI",TIDAK DISEBUTKAN,COMPLETE,2020-01-18,2020-01-18,QL001344631,KELURAHAN CIDENG,0
TROTOAR,TIDAK DISEBUTKAN,COMPLETE,2020-01-18,2020-01-18,TW000029692,KELURAHAN CIKINI,0
SAMPAH,TIDAK DISEBUTKAN,COMPLETE,2020-01-18,2020-01-18,LP000029156,KELURAHAN GONDANGDIA,0
BANJIR,TIDAK DISEBUTKAN,COMPLETE,2020-01-18,2020-01-18,TG000029629,KELURAHAN BENDUNGAN HILIR,0
BANJIR,TIDAK DISEBUTKAN,COMPLETE,2020-01-18,2020-01-18,TW000029578,KELURAHAN BENDUNGAN HILIR,0
SAMPAH,TIDAK DISEBUTKAN,COMPLETE,2020-01-18,2020-01-18,QL001344523,KELURAHAN PASAR BARU,0
BANJIR,TIDAK DISEBUTKAN,COMPLETE,2020-01-18,2020-01-18,TW000029542,KOTA ADMINISTRASI JAKARTA PUSAT,0
BANJIR,TIDAK DISEBUTKAN,COMPLETE,2020-01-17,2020-01-18,TW000029535,KOTA ADMINISTRASI JAKARTA PUSAT,1
PEKERJA PENANGANAN PRASARANA DAN SARANA UMUM KELURAHAN,TIDAK DISEBUTKAN,COMPLETE,2020-01-17,2020-01-17,JK2001170075,KELURAHAN KEBON KOSONG,0
SAMPAH,TIDAK DISEBUTKAN,COMPLETE,2020-01-17,2020-01-17,QL001344356,KELURAHAN PEGANGSAAN,0
JEMBATAN PENYEBERANGAN ORANG (JPO) DAN/ATAU HALTE,TIDAK DISEBUTKAN,COMPLETE,2020-01-17,2020-01-17,QL001344351,KELURAHAN KENARI,0
TROTOAR,TIDAK DISEBUTKAN,COMPLETE,2020-01-17,2020-01-17,JK2001170066,KELURAHAN GONDANGDIA,0
PELANGGARAN PERDA/PERGUB,TIDAK DISEBUTKAN,COMPLETE,2020-01-17,2020-01-17,QL001344350,KELURAHAN KENARI,0
PELANGGARAN PERDA/PERGUB,TIDAK DISEBUTKAN,COMPLETE,2020-01-17,2020-01-17,QL001344349,KELURAHAN KENARI,0
POHON,TIDAK DISEBUTKAN,COMPLETE,2020-01-17,2020-01-17,QL001344346,KELURAHAN CIKINI,0
SAMPAH,TIDAK DISEBUTKAN,COMPLETE,2020-01-17,2020-01-17,QL001344343,KELURAHAN GAMBIR,0
SAMPAH,TIDAK DISEBUTKAN,COMPLETE,2020-01-17,2020-01-17,JK2001170062,KELURAHAN KEBON KELAPA,0
SAMPAH,TIDAK DISEBUTKAN,COMPLETE,2020-01-17,2020-01-17,QL001344274,KELURAHAN CEMPAKA PUTIH TIMUR,0
SAMPAH,TIDAK DISEBUTKAN,COMPLETE,2020-01-17,2020-01-17,JK2001170041,KELURAHAN CEMPAKA PUTIH TIMUR,0
PELANGGARAN PERDA/PERGUB,TIDAK DISEBUTKAN,COMPLETE,2020-01-17,2020-01-17,QL001344256,KELURAHAN GAMBIR,0
POHON,TIDAK DISEBUTKAN,COMPLETE,2020-01-17,2020-01-17,QL001344252,KELURAHAN GAMBIR,0
SAMPAH,TIDAK DISEBUTKAN,COMPLETE,2020-01-17,2020-01-17,QL001344220,KELURAHAN PETOJO SELATAN,0
PELANGGARAN PERDA/PERGUB,TIDAK DISEBUTKAN,COMPLETE,2020-01-17,2020-01-17,QL001344200,KELURAHAN GAMBIR,0
LOKASI BINAAN DAN LOKASI SEMENTARA,TIDAK DISEBUTKAN,COMPLETE,2020-01-17,2020-01-17,QL001344171,KELURAHAN GONDANGDIA,0
CORETAN/TEMPELAN/IKLAN/ SELEBARAN,TIDAK DISEBUTKAN,COMPLETE,2020-01-16,2020-01-16,JK2001160082,KELURAHAN KAMPUNG BALI,0
JARINGAN LISTRIK,TIDAK DISEBUTKAN,COMPLETE,2020-01-16,2020-01-17,TW000029442,KOTA ADMINISTRASI JAKARTA PUSAT,1
PELANGGARAN PERDA/PERGUB,TIDAK DISEBUTKAN,COMPLETE,2020-01-16,2020-01-16,QL001344127,KELURAHAN JOHAR BARU,0
SAMPAH,TIDAK DISEBUTKAN,COMPLETE,2020-01-16,2020-01-16,QL001344117,KELURAHAN PETOJO SELATAN,0
SAMPAH,TIDAK DISEBUTKAN,COMPLETE,2020-01-16,2020-01-16,QL001344116,KELURAHAN PETOJO SELATAN,0
FASILITAS SOSIAL/FASILITAS UMUM,TIDAK DISEBUTKAN,COMPLETE,2020-01-16,2020-01-16,JK2001160067,KELURAHAN CIKINI,0
JARINGAN AIR BERSIH,TIDAK DISEBUTKAN,COMPLETE,2020-01-16,2020-01-16,JK2001160028,KELURAHAN KAMPUNG RAWA,0
TROTOAR,TIDAK DISEBUTKAN,COMPLETE,2020-01-16,2020-01-16,QL001344042,KELURAHAN KWITANG,0
SAMPAH,TIDAK DISEBUTKAN,COMPLETE,2020-01-16,2020-01-16,QL001343011,KELURAHAN KEBON MELATI,0
SAMPAH,TIDAK DISEBUTKAN,COMPLETE,2020-01-16,2020-01-16,QL001344017,KELURAHAN PETOJO SELATAN,0
PARKIR LIAR,TIDAK DISEBUTKAN,COMPLETE,2020-01-16,2020-01-17,QL001344064,KELURAHAN PEGANGSAAN,1
TROTOAR,TIDAK DISEBUTKAN,COMPLETE,2020-01-16,2020-01-16,JK2001160046,KELURAHAN GELORA,0
PEKERJA PENANGANAN PRASARANA DAN SARANA UMUM KELURAHAN,TIDAK DISEBUTKAN,COMPLETE,2020-01-16,2020-01-16,LP000029408,KELURAHAN DURI PULO,0
PELANGGARAN PERDA/PERGUB,TIDAK DISEBUTKAN,COMPLETE,2020-01-16,2020-01-16,QL001343966,KELURAHAN GAMBIR,0
POHON,TIDAK DISEBUTKAN,COMPLETE,2020-01-16,2020-01-16,QL001343962,KELURAHAN GAMBIR,0
PELANGGARAN PERDA/PERGUB,TIDAK DISEBUTKAN,COMPLETE,2020-01-16,2020-01-16,QL001343953,KELURAHAN GAMBIR,0
SAMPAH,TIDAK DISEBUTKAN,COMPLETE,2020-01-16,2020-01-16,JK2001160027,KELURAHAN CEMPAKA PUTIH TIMUR,0
SAMPAH,TIDAK DISEBUTKAN,COMPLETE,2020-01-16,2020-01-16,QL001343939,KELURAHAN GUNUNG SAHARI UTARA,0
SAMPAH,TIDAK DISEBUTKAN,COMPLETE,2020-01-16,2020-01-16,QL001343938,KELURAHAN GUNUNG SAHARI SELATAN,0
SAMPAH,TIDAK DISEBUTKAN,COMPLETE,2020-01-16,2020-01-16,QL001343937,KELURAHAN GUNUNG SAHARI UTARA,0
SAMPAH,TIDAK DISEBUTKAN,COMPLETE,2020-01-16,2020-01-16,QL001343936,KELURAHAN GUNUNG SAHARI UTARA,0
SAMPAH,TIDAK DISEBUTKAN,COMPLETE,2020-01-16,2020-01-16,JK2001160016,KELURAHAN CEMPAKA PUTIH TIMUR,0
SAMPAH,TIDAK DISEBUTKAN,COMPLETE,2020-01-16,2020-01-16,QL001343930,KELURAHAN GUNUNG SAHARI UTARA,0
SAMPAH,TIDAK DISEBUTKAN,COMPLETE,2020-01-16,2020-01-16,JK2001160015,KELURAHAN CEMPAKA PUTIH BARAT,0
SAMPAH,TIDAK DISEBUTKAN,COMPLETE,2020-01-16,2020-01-16,QL001343928,KELURAHAN GUNUNG SAHARI UTARA,0
SAMPAH,TIDAK DISEBUTKAN,COMPLETE,2020-01-16,2020-01-16,QL001343922,KELURAHAN GUNUNG SAHARI UTARA,0
SAMPAH,TIDAK DISEBUTKAN,COMPLETE,2020-01-16,2020-01-16,QL001343921,KELURAHAN GUNUNG SAHARI UTARA,0
SAMPAH,TIDAK DISEBUTKAN,COMPLETE,2020-01-16,2020-01-16,QL001343916,KELURAHAN GUNUNG SAHARI UTARA,0
SAMPAH,TIDAK DISEBUTKAN,COMPLETE,2020-01-16,2020-01-16,QL001343915,KELURAHAN GUNUNG SAHARI UTARA,0
SAMPAH,TIDAK DISEBUTKAN,COMPLETE,2020-01-16,2020-01-16,QL001343913,KELURAHAN GUNUNG SAHARI UTARA,0
SAMPAH,TIDAK DISEBUTKAN,COMPLETE,2020-01-16,2020-01-16,QL001343894,KELURAHAN KWITANG,0
GANGGUAN KETENTERAMAN DAN KETERTIBAN,TIDAK DISEBUTKAN,COMPLETE,2020-01-16,2020-01-16,QL001343881,KELURAHAN KARET TENGSIN,0
SAMPAH,TIDAK DISEBUTKAN,COMPLETE,2020-01-15,2020-01-15,QL001343857,KELURAHAN DURI PULO,0
PELANGGARAN PERDA/PERGUB,TIDAK DISEBUTKAN,COMPLETE,2020-01-15,2020-01-15,QL001343762,KELURAHAN GAMBIR,0
"SALURAN AIR, KALI/SUNGAI",TIDAK DISEBUTKAN,COMPLETE,2020-01-15,2020-01-15,JK2001150085,KELURAHAN CEMPAKA PUTIH BARAT,0
SAMPAH,TIDAK DISEBUTKAN,COMPLETE,2020-01-15,2020-01-15,QL001343759,KELURAHAN PASAR BARU,0
SAMPAH,TIDAK DISEBUTKAN,COMPLETE,2020-01-15,2020-01-15,QL001343756,KELURAHAN GAMBIR,0
SAMPAH,TIDAK DISEBUTKAN,COMPLETE,2020-01-15,2020-01-15,QL001343754,KELURAHAN GAMBIR,0
SAMPAH,TIDAK DISEBUTKAN,COMPLETE,2020-01-15,2020-01-15,LP000029325,KELURAHAN PETOJO SELATAN,0
SAMPAH,TIDAK DISEBUTKAN,COMPLETE,2020-01-15,2020-01-15,QL001343737,KELURAHAN PASAR BARU,0
SAMPAH,TIDAK DISEBUTKAN,COMPLETE,2020-01-15,2020-01-15,EM000029313,KELURAHAN MENTENG,0
SAMPAH,TIDAK DISEBUTKAN,COMPLETE,2020-01-15,2020-01-15,QL001343726,KELURAHAN TANAH TINGGI,0
SAMPAH,TIDAK DISEBUTKAN,COMPLETE,2020-01-15,2020-01-15,QL001343633,KELURAHAN PETAMBURAN,0
GANGGUAN KETENTERAMAN DAN KETERTIBAN,TIDAK DISEBUTKAN,COMPLETE,2020-01-15,2020-01-15,TW000029128,KOTA ADMINISTRASI JAKARTA PUSAT,0
POHON,TIDAK DISEBUTKAN,COMPLETE,2020-01-15,2020-01-15,JK2001150047,KELURAHAN CEMPAKA PUTIH TIMUR,0
SAMPAH,TIDAK DISEBUTKAN,COMPLETE,2020-01-15,2020-01-15,QL001343674,KELURAHAN KEBON MELATI,0
SAMPAH,TIDAK DISEBUTKAN,COMPLETE,2020-01-15,2020-01-15,QL001343670,KELURAHAN KEBON MELATI,0
JEMBATAN PENYEBERANGAN ORANG (JPO) DAN/ATAU HALTE,TIDAK DISEBUTKAN,COMPLETE,2020-01-15,2020-01-15,QL001343666,KELURAHAN KEBON MELATI,0
SAMPAH,TIDAK DISEBUTKAN,COMPLETE,2020-01-15,2020-01-15,QL001343656,KELURAHAN KEBON MELATI,0
SAMPAH,TIDAK DISEBUTKAN,COMPLETE,2020-01-15,2020-01-15,QL001343634,KELURAHAN PETAMBURAN,0
SAMPAH,TIDAK DISEBUTKAN,COMPLETE,2020-01-15,2020-01-15,QL001343629,KELURAHAN PETAMBURAN,0
SAMPAH,TIDAK DISEBUTKAN,COMPLETE,2020-01-15,2020-01-15,QL001343626,KELURAHAN PETAMBURAN,0
SAMPAH,TIDAK DISEBUTKAN,COMPLETE,2020-01-15,2020-01-15,QL001343625,KELURAHAN PETAMBURAN,0
SAMPAH,TIDAK DISEBUTKAN,COMPLETE,2020-01-15,2020-01-15,QL001343624,KELURAHAN PETAMBURAN,0
SAMPAH,TIDAK DISEBUTKAN,COMPLETE,2020-01-15,2020-01-15,QL001343622,KELURAHAN PETAMBURAN,0
PELANGGARAN PERDA/PERGUB,TIDAK DISEBUTKAN,COMPLETE,2020-01-15,2020-01-15,QL4998462486416989154,KELURAHAN KEBON KELAPA,0
PELANGGARAN PERDA/PERGUB,TIDAK DISEBUTKAN,COMPLETE,2020-01-14,2020-01-14,QL001343561,KELURAHAN GAMBIR,0
JEMBATAN PENYEBERANGAN ORANG (JPO) DAN/ATAU HALTE,TIDAK DISEBUTKAN,COMPLETE,2020-01-14,2020-01-15,QL001343510,KELURAHAN GUNUNG SAHARI UTARA,1
SAMPAH,TIDAK DISEBUTKAN,COMPLETE,2020-01-14,2020-01-15,QL001343507,KELURAHAN GUNUNG SAHARI UTARA,1
SAMPAH,TIDAK DISEBUTKAN,COMPLETE,2020-01-14,2020-01-15,QL001343506,KELURAHAN GUNUNG SAHARI UTARA,1
SAMPAH,TIDAK DISEBUTKAN,COMPLETE,2020-01-14,2020-01-15,QL001343505,KELURAHAN GUNUNG SAHARI UTARA,1
PELANGGARAN PERDA/PERGUB,TIDAK DISEBUTKAN,COMPLETE,2020-01-14,2020-01-14,QL001343433,KELURAHAN GAMBIR,0
PELANGGARAN PERDA/PERGUB,TIDAK DISEBUTKAN,COMPLETE,2020-01-14,2020-01-14,QL001343430,KELURAHAN GAMBIR,0
SAMPAH,TIDAK DISEBUTKAN,COMPLETE,2020-01-14,2020-01-14,QL001343415,KELURAHAN GAMBIR,0
PELANGGARAN PERDA/PERGUB,TIDAK DISEBUTKAN,COMPLETE,2020-01-14,2020-01-14,QL001343386,KELURAHAN GAMBIR,0
SAMPAH,TIDAK DISEBUTKAN,COMPLETE,2020-01-14,2020-01-14,QL001343383,KELURAHAN PETAMBURAN,0
PELAYANAN PERHUBUNGAN,TIDAK DISEBUTKAN,COMPLETE,2020-01-14,2020-01-14,JK2001140024,KELURAHAN CEMPAKA BARU,0
GANGGUAN KETENTERAMAN DAN KETERTIBAN,TIDAK DISEBUTKAN,COMPLETE,2020-01-14,2020-01-14,TW000029164,KOTA ADMINISTRASI JAKARTA PUSAT,0
SAMPAH,TIDAK DISEBUTKAN,COMPLETE,2020-01-14,2020-01-14,QL001343273,KELURAHAN KEBON MELATI,0
SAMPAH,TIDAK DISEBUTKAN,COMPLETE,2020-01-14,2020-01-14,QL001343269,KELURAHAN KEBON MELATI,0
SAMPAH,TIDAK DISEBUTKAN,COMPLETE,2020-01-14,2020-01-14,QL001343268,KELURAHAN GELORA,0
SERTIFIKAT ATAU DOKUMEN KEPEMILIKAN,TIDAK DISEBUTKAN,COMPLETE,2020-01-14,2020-01-15,LP000029140,KELURAHAN PEGANGSAAN,1
SAMPAH,TIDAK DISEBUTKAN,COMPLETE,2020-01-14,2020-01-14,QL001343256,KELURAHAN KEBON MELATI,0
PELANGGARAN PERDA/PERGUB,TIDAK DISEBUTKAN,COMPLETE,2020-01-14,2020-01-14,QL001343254,KELURAHAN GAMBIR,0
PELANGGARAN PERDA/PERGUB,TIDAK DISEBUTKAN,COMPLETE,2020-01-14,2020-01-14,QL001343253,KELURAHAN GAMBIR,0
POHON,TIDAK DISEBUTKAN,COMPLETE,2020-01-14,2020-01-14,JK2001140009,KELURAHAN CEMPAKA PUTIH TIMUR,0
PARKIR LIAR,TIDAK DISEBUTKAN,COMPLETE,2020-01-14,2020-01-14,JK2001140006,KELURAHAN CEMPAKA BARU,0
PELANGGARAN PERDA/PERGUB,TIDAK DISEBUTKAN,COMPLETE,2020-01-14,2020-01-14,QL001343230,KELURAHAN KEBON MELATI,0
SAMPAH,TIDAK DISEBUTKAN,COMPLETE,2020-01-14,2020-01-14,QL001343228,KELURAHAN KEBON MELATI,0
KOMUNIKASI PEMERINTAH,TIDAK DISEBUTKAN,COMPLETE,2020-01-14,2020-01-14,QL001343193,KELURAHAN CEMPAKA BARU,0
SAMPAH,TIDAK DISEBUTKAN,COMPLETE,2020-01-14,2020-01-14,QL001343192,KELURAHAN GAMBIR,0
JEMBATAN PENYEBERANGAN ORANG (JPO) DAN/ATAU HALTE,TIDAK DISEBUTKAN,COMPLETE,2020-01-14,2020-01-14,QL001343189,KELURAHAN UTAN PANJANG,0
PELANGGARAN PERDA/PERGUB,TIDAK DISEBUTKAN,COMPLETE,2020-01-13,2020-01-13,QL001343174,KELURAHAN GELORA,0
SAMPAH,TIDAK DISEBUTKAN,COMPLETE,2020-01-13,2020-01-13,QL001343069,KELURAHAN HARAPAN MULYA,0
SAMPAH,TIDAK DISEBUTKAN,COMPLETE,2020-01-13,2020-01-13,QL001343063,KELURAHAN HARAPAN MULYA,0
POHON,TIDAK DISEBUTKAN,COMPLETE,2020-01-13,2020-01-13,QL001343059,KELURAHAN HARAPAN MULYA,0
POHON,TIDAK DISEBUTKAN,COMPLETE,2020-01-13,2020-01-13,QL001343058,KELURAHAN HARAPAN MULYA,0
PELANGGARAN PERDA/PERGUB,TIDAK DISEBUTKAN,COMPLETE,2020-01-13,2020-01-13,QL001343057,KELURAHAN HARAPAN MULYA,0
PELANGGARAN PERDA/PERGUB,TIDAK DISEBUTKAN,COMPLETE,2020-01-13,2020-01-13,QL001343056,KELURAHAN HARAPAN MULYA,0
SAMPAH,TIDAK DISEBUTKAN,COMPLETE,2020-01-13,2020-01-13,QL001343048,KELURAHAN GAMBIR,0
SAMPAH,TIDAK DISEBUTKAN,COMPLETE,2020-01-13,2020-01-13,QL001343034,KELURAHAN KEBON MELATI,0
SAMPAH,TIDAK DISEBUTKAN,COMPLETE,2020-01-13,2020-01-13,QL001342708,KELURAHAN PETOJO SELATAN,0
SAMPAH,TIDAK DISEBUTKAN,COMPLETE,2020-01-13,2020-01-13,QL001343019,KELURAHAN KARET TENGSIN,0
GANGGUAN KETENTERAMAN DAN KETERTIBAN,TIDAK DISEBUTKAN,COMPLETE,2020-01-13,2020-01-13,QL001343008,KELURAHAN PETOJO SELATAN,0
SAMPAH,TIDAK DISEBUTKAN,COMPLETE,2020-01-13,2020-01-13,QL001343016,KELURAHAN KEBON MELATI,0
SAMPAH,TIDAK DISEBUTKAN,COMPLETE,2020-01-13,2020-01-13,QL001343013,KELURAHAN GAMBIR,0
GANGGUAN KETENTERAMAN DAN KETERTIBAN,TIDAK DISEBUTKAN,COMPLETE,2020-01-13,2020-01-13,QL001343012,KELURAHAN KEBON MELATI,0
SAMPAH,TIDAK DISEBUTKAN,COMPLETE,2020-01-13,2020-01-13,QL001343002,KELURAHAN GELORA,0
BANJIR,TIDAK DISEBUTKAN,COMPLETE,2020-01-13,2020-01-13,QL001342888,KELURAHAN GAMBIR,0
BANJIR,TIDAK DISEBUTKAN,COMPLETE,2020-01-13,2020-01-13,QL001342886,KELURAHAN GAMBIR,0
JEMBATAN PENYEBERANGAN ORANG (JPO) DAN/ATAU HALTE,TIDAK DISEBUTKAN,COMPLETE,2020-01-13,2020-01-13,QL001342885,KELURAHAN GAMBIR,0
SAMPAH,TIDAK DISEBUTKAN,COMPLETE,2020-01-13,2020-01-13,QL001342858,KELURAHAN KARET TENGSIN,0
PARKIR LIAR,TIDAK DISEBUTKAN,COMPLETE,2020-01-13,2020-01-13,QL001341254,KELURAHAN GUNUNG SAHARI SELATAN,0
